product_id,product_name,category,brand,unit_cost_krw,unit_price_krw,stock_qty,status
500001,삼성 데스크탑 에어 854,데스크탑,삼성,1131000,1551000,104,판매중
500002,LG 액세서리 프로 195,액세서리,LG,2423000,3623200,223,판매중
500003,삼성 소프트웨어 스마트 325,소프트웨어,삼성,2303000,3084100,459,판매중
500004,MS 노트북 라이트 384,노트북,MS,658000,1111100,159,판매중
500005,LG 네트워크장비 라이트 967,네트워크장비,LG,384000,562900,352,판매중
500006,엡손 노트북 스마트 180,노트북,엡손,1886000,2971100,565,판매중
500007,레노버 소프트웨어 울트라 146,소프트웨어,레노버,2369000,3161600,677,판매중
500008,LG 저장장치 스마트 384,저장장치,LG,958000,1730600,464,판매중
500009,애플 네트워크장비 맥스 818,네트워크장비,애플,1521000,2203400,699,판매중
500010,캐논 소프트웨어 플러스 267,소프트웨어,캐논,705000,1109500,473,판매중
500011,HP 액세서리 프로 334,액세서리,HP,1333000,2386000,32,판매중
500012,Dell 프린터 라이트 317,프린터,Dell,276000,371900,671,판매중
500013,애플 소모품 맥스 864,소모품,애플,1089000,1413200,598,판매중
500014,ASUS 소프트웨어 에어 621,소프트웨어,ASUS,1487000,2012600,505,판매중
500015,LG 노트북 스마트 710,노트북,LG,631000,1034300,65,판매중
500016,로지텍 소프트웨어 프로 796,소프트웨어,로지텍,2172000,2988600,738,판매중
500017,MS 액세서리 라이트 214,액세서리,MS,1097000,1906600,300,판매중
500018,삼성 소모품 에어 619,소모품,삼성,1083000,2036300,108,판매중
500019,캐논 저장장치 에어 482,저장장치,캐논,2084000,3389100,780,판매중
500020,삼성 액세서리 프로 214,액세서리,삼성,2458000,3507300,371,판매중
500021,HP 저장장치 울트라 187,저장장치,HP,242000,331200,749,판매중
500022,MS 데스크탑 에어 775,데스크탑,MS,2186000,3795000,486,판매중
500023,Dell 모니터 스마트 316,모니터,Dell,2166000,3921900,552,판매중
500024,엡손 키보드/마우스 라이트 548,키보드/마우스,엡손,1281000,1894900,529,판매중
500025,HP 키보드/마우스 플러스 702,키보드/마우스,HP,267000,383500,225,단종
500026,HP 노트북 라이트 172,노트북,HP,281000,515200,526,판매중
500027,HP 소모품 넥스트 348,소모품,HP,2213000,2860500,484,판매중
500028,LG 키보드/마우스 라이트 533,키보드/마우스,LG,402000,667800,420,판매중
500029,캐논 노트북 라이트 919,노트북,캐논,408000,506900,111,판매중
500030,씨게이트 키보드/마우스 에어 385,키보드/마우스,씨게이트,1842000,2391100,473,판매중
500031,로지텍 데스크탑 프로 195,데스크탑,로지텍,2259000,2865600,771,판매중
500032,ASUS 모니터 스마트 160,모니터,ASUS,1994000,3064600,168,판매중
500033,Dell 프린터 넥스트 258,프린터,Dell,1868000,2614500,194,판매중
500034,WD 노트북 라이트 158,노트북,WD,2225000,2764900,51,판매중
500035,씨게이트 액세서리 울트라 971,액세서리,씨게이트,649000,804600,190,판매중
500036,캐논 데스크탑 플러스 692,데스크탑,캐논,968000,1435100,608,단종
500037,ASUS 데스크탑 라이트 367,데스크탑,ASUS,2395000,3821600,209,판매중
500038,HP 네트워크장비 맥스 568,네트워크장비,HP,1092000,1612900,323,판매중
500039,삼성 데스크탑 울트라 175,데스크탑,삼성,1882000,3076700,550,판매중
500040,애플 저장장치 플러스 478,저장장치,애플,1434000,2605000,291,판매중
500041,엡손 액세서리 프로 783,액세서리,엡손,1244000,2025400,567,판매중
500042,애플 데스크탑 울트라 860,데스크탑,애플,1088000,1393500,566,판매중
500043,WD 저장장치 플러스 803,저장장치,WD,867000,1475900,649,판매중
500044,로지텍 액세서리 프로 194,액세서리,로지텍,1033000,1894200,649,판매중
500045,삼성 저장장치 에어 752,저장장치,삼성,19000,27200,268,판매중
500046,씨게이트 소모품 울트라 177,소모품,씨게이트,1756000,2796600,707,판매중
500047,삼성 액세서리 에어 540,액세서리,삼성,1517000,2438900,130,단종
500048,MS 네트워크장비 플러스 798,네트워크장비,MS,168000,307300,255,판매중
500049,MS 네트워크장비 스마트 735,네트워크장비,MS,2298000,4179800,767,판매중
500050,애플 키보드/마우스 프로 283,키보드/마우스,애플,730000,1326400,754,판매중
500051,MS 프린터 울트라 491,프린터,MS,1021000,1415800,39,판매중
500052,HP 키보드/마우스 플러스 328,키보드/마우스,HP,1890000,2730500,24,판매중
500053,레노버 프린터 맥스 459,프린터,레노버,1146000,2068500,656,판매중
500054,레노버 액세서리 맥스 282,액세서리,레노버,118000,151100,594,판매중
500055,삼성 저장장치 라이트 846,저장장치,삼성,449000,726300,321,판매중
500056,LG 액세서리 플러스 360,액세서리,LG,1582000,2894500,45,판매중
500057,씨게이트 노트북 플러스 472,노트북,씨게이트,2210000,3714500,441,판매중
500058,WD 네트워크장비 울트라 837,네트워크장비,WD,1290000,2147000,307,판매중
500059,레노버 프린터 에어 296,프린터,레노버,1653000,2790300,430,판매중
500060,캐논 프린터 맥스 515,프린터,캐논,717000,1169300,561,판매중
500061,Dell 저장장치 라이트 576,저장장치,Dell,865000,1298200,452,판매중
500062,씨게이트 키보드/마우스 에어 774,키보드/마우스,씨게이트,1943000,3411100,86,판매중
500063,레노버 소프트웨어 플러스 788,소프트웨어,레노버,387000,686100,317,판매중
500064,애플 키보드/마우스 넥스트 725,키보드/마우스,애플,105000,129300,786,판매중
500065,캐논 프린터 스마트 606,프린터,캐논,2362000,3155800,409,판매중
500066,MS 노트북 플러스 280,노트북,MS,441000,769400,712,판매중
500067,씨게이트 노트북 울트라 567,노트북,씨게이트,1025000,1888200,136,판매중
500068,씨게이트 액세서리 넥스트 727,액세서리,씨게이트,2443000,3474200,736,판매중
500069,씨게이트 프린터 넥스트 560,프린터,씨게이트,1831000,3347100,265,판매중
500070,MS 저장장치 플러스 381,저장장치,MS,2140000,3293900,450,판매중
500071,HP 저장장치 울트라 241,저장장치,HP,1117000,1602900,154,판매중
500072,엡손 모니터 스마트 438,모니터,엡손,881000,1096800,555,판매중
500073,HP 노트북 프로 977,노트북,HP,1725000,2540200,783,판매중
500074,삼성 소모품 스마트 973,소모품,삼성,1445000,2036000,429,판매중
500075,MS 액세서리 넥스트 324,액세서리,MS,2475000,4525400,279,판매중
500076,ASUS 노트북 스마트 841,노트북,ASUS,1381000,2303800,169,판매중
500077,WD 모니터 스마트 706,모니터,WD,2192000,2671700,577,판매중
500078,캐논 데스크탑 넥스트 286,데스크탑,캐논,1760000,2279100,51,판매중
500079,HP 네트워크장비 스마트 384,네트워크장비,HP,1867000,2667500,770,판매중
500080,Dell 프린터 프로 458,프린터,Dell,340000,519900,229,판매중
500081,MS 노트북 플러스 959,노트북,MS,132000,246100,20,판매중
500082,애플 키보드/마우스 플러스 576,키보드/마우스,애플,1944000,3243700,716,판매중
500083,애플 네트워크장비 울트라 896,네트워크장비,애플,2486000,4039900,167,판매중
500084,WD 데스크탑 스마트 506,데스크탑,WD,110000,203500,732,판매중
500085,엡손 소프트웨어 맥스 970,소프트웨어,엡손,999000,1270000,700,판매중
500086,MS 데스크탑 라이트 645,데스크탑,MS,2323000,4060200,438,판매중
500087,씨게이트 데스크탑 스마트 942,데스크탑,씨게이트,1402000,1694800,501,판매중
500088,캐논 네트워크장비 스마트 280,네트워크장비,캐논,1888000,3200300,751,판매중
500089,WD 저장장치 넥스트 546,저장장치,WD,2209000,3848600,748,판매중
500090,HP 네트워크장비 넥스트 349,네트워크장비,HP,359000,500800,768,판매중
500091,캐논 소프트웨어 넥스트 971,소프트웨어,캐논,1557000,2235000,332,판매중
500092,레노버 키보드/마우스 맥스 669,키보드/마우스,레노버,1063000,1528800,10,판매중
500093,LG 키보드/마우스 넥스트 668,키보드/마우스,LG,993000,1692100,776,판매중
500094,캐논 소모품 프로 195,소모품,캐논,2015000,3050100,301,판매중
500095,Dell 키보드/마우스 라이트 535,키보드/마우스,Dell,2387000,3480900,763,판매중
500096,엡손 네트워크장비 맥스 336,네트워크장비,엡손,1863000,2588900,123,판매중
500097,LG 네트워크장비 에어 296,네트워크장비,LG,2199000,4102400,221,판매중
500098,엡손 저장장치 맥스 202,저장장치,엡손,2419000,4556400,198,판매중
500099,애플 네트워크장비 에어 380,네트워크장비,애플,1243000,1503900,46,판매중
500100,Dell 액세서리 넥스트 205,액세서리,Dell,522000,859400,12,판매중
500101,로지텍 소모품 프로 358,소모품,로지텍,1809000,2602200,489,판매중
500102,ASUS 데스크탑 프로 255,데스크탑,ASUS,2019000,2527500,152,판매중
500103,LG 저장장치 스마트 720,저장장치,LG,1021000,1309800,610,판매중
500104,MS 키보드/마우스 넥스트 404,키보드/마우스,MS,2145000,3145100,602,판매중
500105,WD 저장장치 울트라 881,저장장치,WD,251000,408300,212,판매중
500106,캐논 저장장치 에어 665,저장장치,캐논,337000,441400,76,판매중
500107,로지텍 프린터 프로 337,프린터,로지텍,2437000,3726000,295,판매중
500108,LG 소모품 플러스 535,소모품,LG,961000,1774700,117,판매중
500109,Dell 모니터 에어 911,모니터,Dell,587000,733700,314,판매중
500110,Dell 소프트웨어 맥스 816,소프트웨어,Dell,1803000,2320500,412,판매중
500111,씨게이트 액세서리 프로 542,액세서리,씨게이트,2027000,3053500,752,판매중
500112,삼성 저장장치 프로 883,저장장치,삼성,379000,515500,688,판매중
500113,삼성 소프트웨어 넥스트 384,소프트웨어,삼성,722000,1104100,185,판매중
500114,캐논 프린터 넥스트 456,프린터,캐논,2019000,3792300,418,판매중
500115,애플 데스크탑 넥스트 395,데스크탑,애플,1355000,2016400,678,판매중
500116,삼성 액세서리 맥스 431,액세서리,삼성,1867000,2355400,118,판매중
500117,씨게이트 프린터 넥스트 523,프린터,씨게이트,9000,14900,55,판매중
500118,WD 네트워크장비 프로 308,네트워크장비,WD,2046000,3350900,273,판매중
500119,로지텍 저장장치 플러스 826,저장장치,로지텍,1990000,2557100,162,판매중
500120,씨게이트 노트북 울트라 572,노트북,씨게이트,1676000,2120500,120,판매중
500121,로지텍 모니터 맥스 525,모니터,로지텍,1200000,1867400,494,판매중
500122,로지텍 키보드/마우스 플러스 713,키보드/마우스,로지텍,2262000,2943400,520,판매중
500123,LG 모니터 스마트 448,모니터,LG,1136000,1977600,519,판매중
500124,Dell 노트북 넥스트 986,노트북,Dell,1227000,2191700,152,판매중
500125,레노버 소모품 스마트 566,소모품,레노버,1366000,2166900,329,판매중
500126,WD 키보드/마우스 스마트 144,키보드/마우스,WD,1573000,2144700,325,판매중
500127,ASUS 프린터 프로 229,프린터,ASUS,628000,971300,514,판매중
500128,LG 네트워크장비 넥스트 115,네트워크장비,LG,1808000,2295700,739,판매중
500129,LG 모니터 맥스 446,모니터,LG,1928000,3368300,638,판매중
500130,레노버 데스크탑 라이트 741,데스크탑,레노버,2190000,3210500,735,판매중
500131,씨게이트 소모품 플러스 746,소모품,씨게이트,152000,248000,700,판매중
500132,엡손 키보드/마우스 울트라 878,키보드/마우스,엡손,375000,563900,648,판매중
500133,로지텍 데스크탑 프로 147,데스크탑,로지텍,686000,1156400,332,판매중
500134,레노버 저장장치 플러스 643,저장장치,레노버,1540000,2312200,421,판매중
500135,애플 모니터 스마트 734,모니터,애플,722000,906300,699,판매중
500136,애플 소프트웨어 맥스 570,소프트웨어,애플,956000,1455800,261,판매중
500137,Dell 소모품 넥스트 453,소모품,Dell,2243000,2939600,601,판매중
500138,엡손 프린터 맥스 303,프린터,엡손,1029000,1563800,393,판매중
500139,HP 데스크탑 맥스 816,데스크탑,HP,1567000,2507700,302,단종
500140,Dell 프린터 프로 720,프린터,Dell,38000,60600,763,판매중
500141,MS 저장장치 라이트 324,저장장치,MS,947000,1538800,651,판매중
500142,캐논 저장장치 프로 416,저장장치,캐논,565000,926400,451,단종
500143,엡손 네트워크장비 맥스 434,네트워크장비,엡손,543000,685800,765,판매중
500144,애플 키보드/마우스 라이트 643,키보드/마우스,애플,2214000,4015100,513,판매중
500145,Dell 모니터 맥스 864,모니터,Dell,1978000,3713000,346,판매중
500146,LG 소모품 플러스 980,소모품,LG,581000,1003900,692,판매중
500147,MS 프린터 스마트 114,프린터,MS,2287000,3329900,270,판매중
500148,레노버 소모품 라이트 210,소모품,레노버,1078000,1734700,691,판매중
500149,WD 노트북 플러스 763,노트북,WD,2304000,3293800,64,판매중
500150,엡손 소모품 울트라 243,소모품,엡손,1242000,2054800,46,판매중
500151,로지텍 저장장치 에어 497,저장장치,로지텍,480000,608600,464,판매중
500152,ASUS 액세서리 에어 524,액세서리,ASUS,2410000,4144200,670,판매중
500153,WD 소모품 맥스 133,소모품,WD,1676000,3112800,706,판매중
500154,로지텍 소모품 울트라 802,소모품,로지텍,972000,1748400,376,판매중
500155,삼성 네트워크장비 울트라 968,네트워크장비,삼성,1635000,2277700,465,판매중
500156,캐논 키보드/마우스 프로 905,키보드/마우스,캐논,2450000,4605400,341,판매중
500157,MS 모니터 플러스 700,모니터,MS,2317000,3113200,221,판매중
500158,레노버 키보드/마우스 프로 383,키보드/마우스,레노버,609000,1066900,148,판매중
500159,Dell 액세서리 프로 234,액세서리,Dell,719000,918100,15,판매중
500160,WD 키보드/마우스 맥스 153,키보드/마우스,WD,1331000,1611900,129,판매중
500161,LG 액세서리 라이트 625,액세서리,LG,265000,406300,607,판매중
500162,HP 액세서리 맥스 569,액세서리,HP,182000,311000,658,판매중
500163,로지텍 노트북 울트라 602,노트북,로지텍,1650000,2472300,729,판매중
500164,LG 데스크탑 울트라 229,데스크탑,LG,1324000,2152500,281,판매중
500165,씨게이트 소프트웨어 맥스 564,소프트웨어,씨게이트,1336000,1959400,517,판매중
500166,MS 데스크탑 플러스 540,데스크탑,MS,473000,849900,462,판매중
500167,레노버 프린터 울트라 420,프린터,레노버,1862000,2754100,437,판매중
500168,레노버 저장장치 넥스트 168,저장장치,레노버,630000,1058800,93,판매중
500169,ASUS 데스크탑 라이트 931,데스크탑,ASUS,400000,688400,133,판매중
500170,씨게이트 소프트웨어 울트라 520,소프트웨어,씨게이트,2305000,3297800,362,판매중
500171,엡손 프린터 맥스 460,프린터,엡손,215000,403700,106,판매중
500172,애플 키보드/마우스 울트라 458,키보드/마우스,애플,1980000,2686800,569,판매중
500173,WD 저장장치 프로 723,저장장치,WD,931000,1643200,673,판매중
500174,삼성 저장장치 맥스 447,저장장치,삼성,743000,1033700,359,단종
500175,WD 모니터 프로 193,모니터,WD,1646000,2055300,764,판매중
500176,ASUS 프린터 라이트 419,프린터,ASUS,1863000,2680100,738,판매중
500177,WD 소프트웨어 에어 261,소프트웨어,WD,352000,640000,772,판매중
500178,Dell 데스크탑 넥스트 721,데스크탑,Dell,1819000,3025600,452,판매중
500179,MS 키보드/마우스 스마트 213,키보드/마우스,MS,2103000,2691100,290,판매중
500180,로지텍 소프트웨어 프로 325,소프트웨어,로지텍,2163000,3605700,404,판매중
500181,삼성 노트북 플러스 885,노트북,삼성,842000,1188000,140,판매중
500182,레노버 저장장치 스마트 279,저장장치,레노버,496000,597800,132,판매중
500183,씨게이트 키보드/마우스 라이트 173,키보드/마우스,씨게이트,2293000,4089200,406,판매중
500184,ASUS 노트북 울트라 982,노트북,ASUS,81000,123200,320,판매중
500185,ASUS 소프트웨어 스마트 121,소프트웨어,ASUS,1715000,2405500,332,판매중
500186,로지텍 소프트웨어 울트라 349,소프트웨어,로지텍,1487000,1876100,446,판매중
500187,LG 액세서리 라이트 326,액세서리,LG,1626000,2942000,341,판매중
500188,씨게이트 데스크탑 플러스 894,데스크탑,씨게이트,472000,741700,357,판매중
500189,HP 모니터 플러스 277,모니터,HP,426000,554800,616,판매중
500190,애플 데스크탑 넥스트 797,데스크탑,애플,2028000,3092200,578,판매중
500191,레노버 소프트웨어 울트라 580,소프트웨어,레노버,1299000,1696000,452,판매중
500192,WD 저장장치 울트라 417,저장장치,WD,235000,339800,472,판매중
500193,레노버 노트북 울트라 729,노트북,레노버,1180000,1479300,608,판매중
500194,WD 소모품 프로 560,소모품,WD,2275000,4249600,585,판매중
500195,WD 네트워크장비 프로 561,네트워크장비,WD,1953000,3029000,105,판매중
500196,엡손 네트워크장비 에어 140,네트워크장비,엡손,350000,543600,253,판매중
500197,씨게이트 소모품 라이트 481,소모품,씨게이트,2146000,3491200,289,판매중
500198,캐논 네트워크장비 라이트 167,네트워크장비,캐논,2453000,3033500,337,판매중
500199,Dell 프린터 에어 441,프린터,Dell,1037000,1769700,83,판매중
500200,레노버 모니터 스마트 232,모니터,레노버,1275000,2393600,609,판매중
500201,Dell 데스크탑 라이트 932,데스크탑,Dell,2294000,3357600,130,판매중
500202,LG 액세서리 프로 471,액세서리,LG,1739000,2705700,316,판매중
500203,레노버 키보드/마우스 에어 258,키보드/마우스,레노버,1996000,2663400,79,판매중
500204,씨게이트 데스크탑 프로 777,데스크탑,씨게이트,2215000,3952800,344,판매중
500205,애플 소프트웨어 에어 285,소프트웨어,애플,2451000,3587500,709,판매중
500206,엡손 모니터 라이트 792,모니터,엡손,1797000,2211300,736,판매중
500207,WD 소모품 넥스트 339,소모품,WD,1172000,2023600,546,판매중
500208,HP 소모품 넥스트 572,소모품,HP,1511000,2530600,787,판매중
500209,씨게이트 프린터 에어 936,프린터,씨게이트,2165000,3232400,204,판매중
500210,Dell 모니터 라이트 667,모니터,Dell,218000,359400,105,판매중
500211,LG 액세서리 에어 379,액세서리,LG,1172000,1475200,460,판매중
500212,ASUS 모니터 플러스 936,모니터,ASUS,380000,707700,461,판매중
500213,ASUS 노트북 라이트 341,노트북,ASUS,223000,329400,395,판매중
500214,HP 네트워크장비 울트라 959,네트워크장비,HP,120000,170700,731,판매중
500215,애플 모니터 넥스트 812,모니터,애플,161000,225500,142,판매중
500216,로지텍 소모품 프로 362,소모품,로지텍,26000,47600,220,판매중
500217,엡손 액세서리 울트라 894,액세서리,엡손,2498000,3920400,295,판매중
500218,삼성 데스크탑 넥스트 164,데스크탑,삼성,981000,1465400,113,판매중
500219,WD 소모품 플러스 835,소모품,WD,2200000,2665300,147,판매중
500220,WD 노트북 스마트 291,노트북,WD,1450000,1984100,680,판매중
500221,레노버 액세서리 프로 499,액세서리,레노버,282000,526600,481,단종
500222,레노버 프린터 라이트 907,프린터,레노버,1043000,1797200,69,판매중
500223,MS 데스크탑 라이트 236,데스크탑,MS,2388000,4094500,45,판매중
500224,캐논 네트워크장비 넥스트 812,네트워크장비,캐논,722000,1286000,490,판매중
500225,LG 모니터 플러스 144,모니터,LG,1879000,2303400,204,판매중
500226,Dell 네트워크장비 넥스트 359,네트워크장비,Dell,2116000,3129000,37,판매중
500227,Dell 키보드/마우스 프로 986,키보드/마우스,Dell,1467000,2645700,671,판매중
500228,MS 데스크탑 스마트 861,데스크탑,MS,1512000,2276800,450,판매중
500229,레노버 프린터 넥스트 476,프린터,레노버,770000,1191400,531,판매중
500230,엡손 데스크탑 에어 658,데스크탑,엡손,1743000,2187800,300,판매중
500231,레노버 데스크탑 스마트 270,데스크탑,레노버,1215000,1718600,706,판매중
500232,삼성 소모품 스마트 381,소모품,삼성,1449000,2362400,654,판매중
500233,LG 노트북 에어 131,노트북,LG,1668000,2425800,146,판매중
500234,삼성 소모품 라이트 470,소모품,삼성,522000,650900,392,판매중
500235,WD 노트북 라이트 480,노트북,WD,633000,1060400,454,판매중
500236,애플 소프트웨어 라이트 765,소프트웨어,애플,2173000,3165700,285,판매중
500237,삼성 데스크탑 스마트 675,데스크탑,삼성,767000,1188300,120,판매중
500238,엡손 저장장치 맥스 810,저장장치,엡손,1832000,2473500,502,판매중
500239,LG 모니터 넥스트 189,모니터,LG,1856000,2451500,698,판매중
500240,캐논 네트워크장비 맥스 407,네트워크장비,캐논,1428000,2422800,161,판매중
500241,MS 모니터 울트라 305,모니터,MS,1485000,2310800,142,판매중
500242,삼성 소모품 라이트 578,소모품,삼성,1483000,2354700,564,판매중
500243,LG 데스크탑 넥스트 638,데스크탑,LG,1271000,1879400,420,판매중
500244,LG 소프트웨어 울트라 560,소프트웨어,LG,518000,974100,477,판매중
500245,애플 네트워크장비 에어 886,네트워크장비,애플,2263000,3729000,132,판매중
500246,LG 노트북 에어 265,노트북,LG,2127000,2780200,330,판매중
500247,레노버 키보드/마우스 울트라 356,키보드/마우스,레노버,2130000,3890300,201,판매중
