product_id,product_name,category,brand,unit_cost_krw,unit_price_krw,stock_qty,status
500499,로지텍 키보드/마우스 스마트 698,키보드/마우스,로지텍,1242000,2079100,104,단종
500500,씨게이트 네트워크장비 맥스 800,네트워크장비,씨게이트,2437000,3963300,110,판매중
500501,Dell 네트워크장비 맥스 771,네트워크장비,Dell,1336000,2408800,728,판매중
500502,HP 저장장치 플러스 158,저장장치,HP,619000,966900,614,판매중
500503,캐논 네트워크장비 넥스트 402,네트워크장비,캐논,578000,985400,265,판매중
500504,ASUS 프린터 플러스 451,프린터,ASUS,149000,239600,743,판매중
500505,캐논 액세서리 라이트 619,액세서리,캐논,1953000,3582900,307,판매중
500506,애플 액세서리 에어 858,액세서리,애플,1208000,1532100,264,판매중
500507,MS 액세서리 라이트 770,액세서리,MS,754000,1404500,91,판매중
500508,엡손 키보드/마우스 라이트 480,키보드/마우스,엡손,1262000,1885800,266,판매중
500509,LG 소모품 울트라 583,소모품,LG,1932000,2390900,199,판매중
500510,씨게이트 프린터 에어 240,프린터,씨게이트,1227000,1827200,205,판매중
500511,로지텍 소프트웨어 에어 897,소프트웨어,로지텍,591000,840000,82,판매중
500512,레노버 모니터 맥스 314,모니터,레노버,242000,291100,779,판매중
500513,MS 소프트웨어 울트라 232,소프트웨어,MS,653000,1007300,629,판매중
500514,ASUS 프린터 스마트 104,프린터,ASUS,1762000,3305000,38,판매중
500515,삼성 네트워크장비 플러스 118,네트워크장비,삼성,1324000,2290200,692,단종
500516,HP 키보드/마우스 울트라 492,키보드/마우스,HP,1415000,2007100,515,판매중
500517,LG 모니터 맥스 566,모니터,LG,192000,270400,745,판매중
500518,레노버 액세서리 에어 450,액세서리,레노버,1781000,3244200,501,판매중
500519,애플 키보드/마우스 플러스 844,키보드/마우스,애플,1657000,2010500,134,판매중
500520,WD 노트북 라이트 828,노트북,WD,2071000,2730100,666,판매중
500521,캐논 프린터 프로 708,프린터,캐논,1052000,1830300,49,판매중
500522,삼성 노트북 스마트 226,노트북,삼성,479000,714500,560,판매중
500523,HP 모니터 울트라 778,모니터,HP,43000,60600,532,판매중
500524,엡손 소프트웨어 울트라 623,소프트웨어,엡손,566000,845100,736,판매중
500525,LG 저장장치 플러스 896,저장장치,LG,440000,681300,269,판매중
500526,레노버 키보드/마우스 프로 661,키보드/마우스,레노버,1683000,2367500,508,판매중
500527,레노버 소모품 울트라 213,소모품,레노버,965000,1159800,587,판매중
500528,LG 모니터 울트라 362,모니터,LG,2100000,2630300,659,판매중
500529,Dell 저장장치 에어 995,저장장치,Dell,1906000,2354000,40,판매중
500530,MS 네트워크장비 울트라 197,네트워크장비,MS,1285000,1925100,776,판매중
500531,애플 노트북 넥스트 736,노트북,애플,703000,1005300,274,판매중
500532,레노버 데스크탑 스마트 509,데스크탑,레노버,1408000,1869800,467,판매중
500533,엡손 프린터 에어 215,프린터,엡손,1963000,3454700,135,판매중
500534,애플 노트북 넥스트 921,노트북,애플,429000,639700,582,판매중
500535,WD 모니터 프로 983,모니터,WD,1560000,2722800,700,판매중
500536,로지텍 모니터 스마트 551,모니터,로지텍,2004000,2563200,47,판매중
500537,삼성 네트워크장비 플러스 785,네트워크장비,삼성,2154000,3742000,346,판매중
500538,LG 소프트웨어 플러스 593,소프트웨어,LG,1777000,2955500,354,판매중
500539,애플 프린터 프로 111,프린터,애플,2291000,4179700,658,판매중
500540,로지텍 액세서리 울트라 869,액세서리,로지텍,2035000,3680400,503,판매중
500541,Dell 네트워크장비 스마트 512,네트워크장비,Dell,211000,328000,240,판매중
500542,MS 소모품 넥스트 557,소모품,MS,2352000,3560100,323,판매중
500543,엡손 소모품 스마트 136,소모품,엡손,77000,97900,570,판매중
500544,MS 데스크탑 맥스 620,데스크탑,MS,2479000,4646100,575,판매중
500545,레노버 소모품 플러스 964,소모품,레노버,1493000,2654100,465,판매중
500546,WD 소프트웨어 라이트 833,소프트웨어,WD,1942000,3304600,463,판매중
500547,삼성 키보드/마우스 맥스 660,키보드/마우스,삼성,1403000,2032300,534,판매중
500548,삼성 데스크탑 스마트 209,데스크탑,삼성,677000,1045700,260,판매중
500549,LG 키보드/마우스 플러스 833,키보드/마우스,LG,1614000,2180300,346,판매중
500550,삼성 프린터 넥스트 568,프린터,삼성,2416000,3107500,674,판매중
500551,애플 액세서리 프로 666,액세서리,애플,2048000,2463800,443,판매중
500552,씨게이트 소모품 에어 848,소모품,씨게이트,730000,1229500,131,판매중
500553,WD 소프트웨어 스마트 528,소프트웨어,WD,1323000,2054400,623,판매중
500554,Dell 키보드/마우스 맥스 563,키보드/마우스,Dell,1634000,3062900,136,판매중
500555,엡손 소프트웨어 라이트 828,소프트웨어,엡손,2103000,2963600,754,판매중
500556,HP 키보드/마우스 맥스 803,키보드/마우스,HP,863000,1412600,353,판매중
500557,엡손 모니터 라이트 827,모니터,엡손,733000,1138100,118,판매중
500558,로지텍 액세서리 스마트 790,액세서리,로지텍,2392000,3825800,765,판매중
500559,Dell 액세서리 울트라 125,액세서리,Dell,1735000,3063600,390,판매중
500560,HP 노트북 에어 393,노트북,HP,1098000,1894100,699,판매중
500561,엡손 노트북 프로 467,노트북,엡손,1213000,1628800,463,판매중
500562,HP 액세서리 맥스 809,액세서리,HP,2303000,3390500,680,단종
500563,ASUS 프린터 라이트 665,프린터,ASUS,1711000,3199000,55,단종
500564,HP 저장장치 라이트 873,저장장치,HP,1819000,3239600,602,판매중
500565,HP 소프트웨어 에어 799,소프트웨어,HP,797000,1120500,76,판매중
500566,엡손 모니터 프로 538,모니터,엡손,2109000,2707000,285,판매중
500567,애플 모니터 프로 438,모니터,애플,2397000,4295900,477,판매중
500568,삼성 모니터 프로 892,모니터,삼성,634000,1172900,640,판매중
500569,로지텍 저장장치 울트라 902,저장장치,로지텍,2350000,3725000,724,판매중
500570,애플 키보드/마우스 에어 525,키보드/마우스,애플,2137000,2666300,556,판매중
500571,레노버 데스크탑 라이트 439,데스크탑,레노버,911000,1656500,369,판매중
500572,씨게이트 소프트웨어 프로 217,소프트웨어,씨게이트,1950000,3700400,684,판매중
500573,캐논 키보드/마우스 라이트 490,키보드/마우스,캐논,1003000,1876800,116,판매중
500574,엡손 액세서리 라이트 626,액세서리,엡손,1163000,1415700,520,판매중
500575,Dell 노트북 울트라 198,노트북,Dell,793000,1129400,171,판매중
500576,씨게이트 액세서리 플러스 786,액세서리,씨게이트,35000,57300,644,판매중
500577,LG 프린터 스마트 762,프린터,LG,847000,1335200,73,판매중
500578,삼성 모니터 프로 189,모니터,삼성,1885000,3207900,75,단종
500579,씨게이트 저장장치 플러스 364,저장장치,씨게이트,293000,469500,417,판매중
500580,ASUS 프린터 울트라 647,프린터,ASUS,1300000,1575300,6,판매중
500581,LG 소프트웨어 울트라 466,소프트웨어,LG,2403000,2960100,514,판매중
500582,WD 저장장치 넥스트 490,저장장치,WD,359000,501500,404,판매중
500583,로지텍 노트북 에어 864,노트북,로지텍,645000,1014800,400,판매중
500584,Dell 액세서리 라이트 111,액세서리,Dell,595000,838100,566,판매중
500585,LG 모니터 스마트 650,모니터,LG,176000,211800,560,판매중
500586,HP 저장장치 에어 264,저장장치,HP,1413000,1905000,188,판매중
500587,HP 저장장치 프로 971,저장장치,HP,474000,628900,769,판매중
500588,로지텍 액세서리 울트라 356,액세서리,로지텍,2256000,2822700,100,판매중
500589,로지텍 소프트웨어 플러스 202,소프트웨어,로지텍,1360000,1971900,291,판매중
500590,레노버 키보드/마우스 맥스 810,키보드/마우스,레노버,1995000,3023300,598,판매중
500591,레노버 소프트웨어 에어 104,소프트웨어,레노버,1300000,2432300,320,판매중
500592,엡손 키보드/마우스 라이트 237,키보드/마우스,엡손,1791000,2496000,695,판매중
500593,로지텍 소모품 맥스 598,소모품,로지텍,1829000,2654000,564,판매중
500594,LG 소프트웨어 에어 651,소프트웨어,LG,1154000,2078400,201,판매중
500595,엡손 데스크탑 프로 932,데스크탑,엡손,313000,571000,595,판매중
500596,HP 소프트웨어 넥스트 769,소프트웨어,HP,155000,245800,793,판매중
500597,HP 프린터 맥스 237,프린터,HP,2420000,4146000,475,판매중
500598,ASUS 데스크탑 플러스 968,데스크탑,ASUS,1495000,2319500,628,판매중
500599,애플 액세서리 에어 853,액세서리,애플,1832000,2402500,749,판매중
500600,삼성 네트워크장비 플러스 164,네트워크장비,삼성,901000,1561400,270,판매중
500601,캐논 노트북 라이트 497,노트북,캐논,851000,1329700,480,판매중
500602,삼성 노트북 맥스 954,노트북,삼성,1332000,1694600,759,판매중
500603,WD 액세서리 스마트 474,액세서리,WD,717000,1049400,601,판매중
500604,씨게이트 데스크탑 플러스 628,데스크탑,씨게이트,1035000,1514600,415,판매중
500605,로지텍 네트워크장비 프로 613,네트워크장비,로지텍,1979000,3603700,142,판매중
500606,LG 키보드/마우스 플러스 253,키보드/마우스,LG,2112000,3485700,191,판매중
500607,엡손 소프트웨어 스마트 930,소프트웨어,엡손,489000,813000,338,판매중
500608,캐논 소모품 에어 762,소모품,캐논,1966000,3018400,420,단종
500609,애플 노트북 에어 744,노트북,애플,2354000,3800800,524,단종
500610,애플 소프트웨어 에어 629,소프트웨어,애플,234000,308000,415,판매중
500611,캐논 소프트웨어 맥스 187,소프트웨어,캐논,81000,147000,221,판매중
500612,로지텍 소모품 스마트 715,소모품,로지텍,703000,951500,146,판매중
500613,WD 모니터 라이트 564,모니터,WD,2097000,2904600,610,판매중
500614,ASUS 키보드/마우스 프로 307,키보드/마우스,ASUS,1583000,2046100,535,판매중
500615,캐논 액세서리 울트라 281,액세서리,캐논,1724000,3066200,487,판매중
500616,삼성 소프트웨어 울트라 195,소프트웨어,삼성,2181000,3385600,493,판매중
500617,씨게이트 소프트웨어 스마트 634,소프트웨어,씨게이트,9000,16400,430,판매중
500618,엡손 노트북 넥스트 908,노트북,엡손,2175000,3263000,787,판매중
500619,MS 소프트웨어 에어 360,소프트웨어,MS,2364000,2998500,488,판매중
500620,Dell 데스크탑 스마트 363,데스크탑,Dell,2455000,4452700,193,단종
500621,WD 노트북 프로 484,노트북,WD,2145000,2750900,670,판매중
500622,ASUS 네트워크장비 스마트 767,네트워크장비,ASUS,1488000,1896600,599,판매중
500623,ASUS 액세서리 맥스 796,액세서리,ASUS,2317000,3373400,406,판매중
500624,씨게이트 프린터 라이트 672,프린터,씨게이트,2288000,3518300,568,판매중
500625,WD 저장장치 스마트 853,저장장치,WD,1415000,2464800,141,판매중
500626,엡손 데스크탑 에어 202,데스크탑,엡손,946000,1430900,219,판매중
500627,MS 네트워크장비 프로 264,네트워크장비,MS,2260000,3683300,398,판매중
500628,MS 노트북 넥스트 714,노트북,MS,378000,671400,445,판매중
500629,HP 저장장치 프로 841,저장장치,HP,1523000,1912900,393,판매중
500630,WD 프린터 프로 892,프린터,WD,2139000,2995700,179,판매중
500631,삼성 소모품 맥스 299,소모품,삼성,831000,1491900,34,판매중
500632,씨게이트 액세서리 프로 468,액세서리,씨게이트,953000,1553900,244,판매중
500633,LG 모니터 라이트 785,모니터,LG,1135000,1981400,404,판매중
500634,씨게이트 키보드/마우스 울트라 192,키보드/마우스,씨게이트,67000,114900,562,판매중
500635,WD 액세서리 맥스 331,액세서리,WD,1430000,2063800,620,판매중
500636,ASUS 소모품 에어 516,소모품,ASUS,2359000,2838400,518,판매중
500637,씨게이트 데스크탑 울트라 922,데스크탑,씨게이트,1210000,1739900,525,판매중
500638,MS 액세서리 넥스트 486,액세서리,MS,2359000,3243800,576,판매중
500639,MS 키보드/마우스 넥스트 797,키보드/마우스,MS,1396000,2614500,471,판매중
500640,로지텍 노트북 스마트 748,노트북,로지텍,481000,664000,225,판매중
500641,MS 키보드/마우스 라이트 628,키보드/마우스,MS,1298000,1932300,548,단종
500642,HP 저장장치 라이트 177,저장장치,HP,1181000,1494000,567,판매중
500643,레노버 소모품 맥스 287,소모품,레노버,1453000,1965900,764,판매중
500644,로지텍 키보드/마우스 플러스 993,키보드/마우스,로지텍,822000,1121500,271,판매중
500645,HP 키보드/마우스 울트라 222,키보드/마우스,HP,1463000,1915300,80,판매중
500646,WD 소모품 프로 968,소모품,WD,32000,55500,493,판매중
500647,로지텍 네트워크장비 넥스트 287,네트워크장비,로지텍,2358000,4263500,782,판매중
500648,ASUS 저장장치 에어 155,저장장치,ASUS,914000,1576700,538,판매중
500649,씨게이트 소모품 스마트 981,소모품,씨게이트,138000,214100,702,판매중
500650,LG 소모품 프로 112,소모품,LG,2127000,3237300,690,판매중
500651,LG 소프트웨어 맥스 291,소프트웨어,LG,1337000,1942800,561,판매중
500652,로지텍 저장장치 넥스트 534,저장장치,로지텍,1410000,2053100,215,판매중
500653,레노버 네트워크장비 에어 685,네트워크장비,레노버,1645000,2295900,134,판매중
500654,LG 키보드/마우스 스마트 976,키보드/마우스,LG,1110000,1956700,390,판매중
500655,로지텍 모니터 넥스트 237,모니터,로지텍,44000,58200,645,판매중
500656,MS 네트워크장비 프로 507,네트워크장비,MS,1998000,2817200,101,판매중
500657,HP 노트북 울트라 560,노트북,HP,1046000,1604100,762,판매중
500658,레노버 네트워크장비 맥스 452,네트워크장비,레노버,2300000,3657500,20,판매중
500659,캐논 네트워크장비 에어 899,네트워크장비,캐논,2485000,3328000,291,판매중
500660,로지텍 액세서리 스마트 728,액세서리,로지텍,1835000,3344700,293,판매중
500661,애플 모니터 스마트 969,모니터,애플,1386000,2072400,73,판매중
500662,HP 네트워크장비 맥스 827,네트워크장비,HP,1289000,1832700,273,판매중
500663,Dell 프린터 라이트 865,프린터,Dell,1827000,3191100,601,판매중
500664,ASUS 소모품 프로 228,소모품,ASUS,690000,916800,745,판매중
500665,엡손 저장장치 스마트 205,저장장치,엡손,332000,447300,97,판매중
500666,씨게이트 소모품 스마트 636,소모품,씨게이트,225000,274100,783,판매중
500667,Dell 데스크탑 스마트 416,데스크탑,Dell,641000,807000,234,판매중
500668,로지텍 저장장치 에어 129,저장장치,로지텍,522000,674300,35,판매중
500669,로지텍 네트워크장비 맥스 661,네트워크장비,로지텍,1918000,3610600,455,판매중
500670,애플 액세서리 스마트 636,액세서리,애플,2425000,3924300,655,판매중
500671,레노버 저장장치 울트라 552,저장장치,레노버,1977000,3119200,315,판매중
500672,애플 저장장치 에어 452,저장장치,애플,1248000,1506800,293,판매중
500673,엡손 노트북 넥스트 406,노트북,엡손,2019000,3761100,9,판매중
500674,WD 저장장치 라이트 293,저장장치,WD,952000,1673300,421,판매중
500675,ASUS 프린터 스마트 948,프린터,ASUS,1028000,1351000,387,판매중
500676,ASUS 데스크탑 맥스 391,데스크탑,ASUS,986000,1539700,664,판매중
500677,ASUS 저장장치 에어 239,저장장치,ASUS,775000,1393000,296,판매중
500678,WD 소모품 넥스트 292,소모품,WD,1859000,2584900,328,단종
500679,씨게이트 노트북 울트라 388,노트북,씨게이트,95000,126300,275,판매중
500680,엡손 소모품 에어 115,소모품,엡손,38000,51700,505,판매중
500681,Dell 프린터 넥스트 813,프린터,Dell,2046000,3884400,32,판매중
500682,삼성 모니터 울트라 656,모니터,삼성,1096000,1910200,481,판매중
500683,ASUS 저장장치 플러스 494,저장장치,ASUS,56000,71900,789,판매중
500684,엡손 키보드/마우스 울트라 633,키보드/마우스,엡손,142000,190100,681,판매중
500685,ASUS 소모품 에어 744,소모품,ASUS,1283000,2380400,745,단종
500686,씨게이트 액세서리 맥스 303,액세서리,씨게이트,505000,695500,369,판매중
500687,LG 키보드/마우스 라이트 115,키보드/마우스,LG,971000,1595300,171,판매중
500688,LG 소프트웨어 프로 143,소프트웨어,LG,1626000,2849400,595,판매중
500689,엡손 소모품 울트라 354,소모품,엡손,2447000,3201800,161,판매중
500690,레노버 소프트웨어 에어 818,소프트웨어,레노버,250000,310400,549,판매중
500691,로지텍 모니터 라이트 924,모니터,로지텍,958000,1362000,449,판매중
500692,엡손 노트북 에어 356,노트북,엡손,1552000,2251500,40,판매중
500693,씨게이트 소모품 넥스트 294,소모품,씨게이트,1212000,1914800,580,판매중
500694,레노버 네트워크장비 에어 170,네트워크장비,레노버,1923000,2678200,543,판매중
500695,Dell 저장장치 프로 894,저장장치,Dell,2223000,3238800,653,판매중
500696,삼성 모니터 플러스 428,모니터,삼성,1496000,2607800,738,판매중
500697,ASUS 액세서리 넥스트 884,액세서리,ASUS,782000,1225200,564,판매중
500698,레노버 저장장치 울트라 198,저장장치,레노버,1683000,2774600,535,판매중
500699,애플 노트북 플러스 209,노트북,애플,736000,1333200,497,판매중
500700,WD 노트북 맥스 150,노트북,WD,1596000,2650200,375,판매중
500701,삼성 데스크탑 울트라 579,데스크탑,삼성,859000,1425100,654,판매중
500702,엡손 액세서리 프로 943,액세서리,엡손,1708000,3032400,631,판매중
500703,엡손 노트북 울트라 321,노트북,엡손,293000,522700,531,판매중
500704,씨게이트 키보드/마우스 플러스 683,키보드/마우스,씨게이트,1583000,2109500,640,판매중
500705,엡손 액세서리 울트라 884,액세서리,엡손,2291000,3415000,653,판매중
500706,엡손 소모품 에어 911,소모품,엡손,1754000,3188700,184,판매중
500707,레노버 액세서리 넥스트 460,액세서리,레노버,652000,1026000,322,판매중
500708,레노버 네트워크장비 스마트 945,네트워크장비,레노버,1693000,2937200,743,판매중
500709,WD 키보드/마우스 맥스 468,키보드/마우스,WD,2239000,3022000,463,판매중
500710,삼성 프린터 프로 630,프린터,삼성,146000,275600,138,판매중
500711,삼성 저장장치 플러스 976,저장장치,삼성,1235000,2333000,322,단종
500712,씨게이트 저장장치 에어 196,저장장치,씨게이트,2099000,3336200,38,판매중
500713,애플 모니터 플러스 338,모니터,애플,1090000,1588000,262,판매중
500714,WD 데스크탑 플러스 851,데스크탑,WD,1642000,2624400,79,판매중
500715,애플 소모품 울트라 709,소모품,애플,2004000,3563000,657,판매중
500716,ASUS 소프트웨어 라이트 456,소프트웨어,ASUS,326000,569200,444,판매중
500717,MS 데스크탑 프로 749,데스크탑,MS,933000,1607900,796,판매중
500718,Dell 노트북 에어 434,노트북,Dell,2152000,2644400,514,판매중
500719,삼성 모니터 울트라 327,모니터,삼성,1614000,3033800,442,판매중
500720,애플 프린터 넥스트 685,프린터,애플,546000,783600,763,단종
500721,Dell 프린터 스마트 892,프린터,Dell,353000,522000,714,판매중
500722,로지텍 모니터 스마트 767,모니터,로지텍,2295000,3072200,585,판매중
500723,엡손 소프트웨어 울트라 372,소프트웨어,엡손,2152000,2953300,795,판매중
500724,LG 소프트웨어 스마트 474,소프트웨어,LG,465000,776600,356,판매중
500725,WD 네트워크장비 에어 458,네트워크장비,WD,104000,180800,631,판매중
500726,WD 소모품 플러스 304,소모품,WD,602000,908000,701,판매중
500727,LG 데스크탑 에어 989,데스크탑,LG,228000,312300,294,단종
500728,Dell 데스크탑 라이트 314,데스크탑,Dell,1848000,2827100,757,판매중
500729,씨게이트 키보드/마우스 넥스트 737,키보드/마우스,씨게이트,2148000,3705800,747,판매중
500730,ASUS 노트북 프로 361,노트북,ASUS,2392000,4387400,174,판매중
500731,MS 키보드/마우스 프로 168,키보드/마우스,MS,1116000,1380600,397,판매중
500732,LG 네트워크장비 스마트 336,네트워크장비,LG,83000,116500,389,판매중
500733,레노버 데스크탑 울트라 290,데스크탑,레노버,1990000,3595400,203,판매중
500734,씨게이트 소모품 맥스 441,소모품,씨게이트,93000,114100,501,판매중
500735,삼성 모니터 라이트 740,모니터,삼성,1425000,2392600,309,판매중
500736,Dell 액세서리 스마트 934,액세서리,Dell,258000,422600,30,판매중
500737,HP 저장장치 스마트 772,저장장치,HP,626000,900900,140,판매중
500738,씨게이트 프린터 에어 536,프린터,씨게이트,936000,1396600,319,판매중
500739,로지텍 네트워크장비 에어 694,네트워크장비,로지텍,2225000,2875200,554,판매중
500740,애플 키보드/마우스 에어 540,키보드/마우스,애플,1270000,2136100,788,판매중
500741,애플 소프트웨어 울트라 288,소프트웨어,애플,1305000,1627900,325,판매중
500742,엡손 모니터 스마트 521,모니터,엡손,125000,216900,310,판매중
500743,애플 저장장치 에어 126,저장장치,애플,774000,986600,780,판매중
500744,Dell 소프트웨어 플러스 710,소프트웨어,Dell,2485000,3968300,237,판매중
500745,레노버 노트북 넥스트 237,노트북,레노버,330000,554900,514,판매중
500746,엡손 소모품 스마트 603,소모품,엡손,1536000,2041000,485,판매중
500747,HP 키보드/마우스 프로 376,키보드/마우스,HP,137000,203500,422,판매중
